PlayerID,FirstName,LastName,Status,TeamID,Team,Position,Jersey,Catches,Shoots,Height,Weight,BirthDate,BirthCity,BirthState,PhotoUrl,SportRadarPlayerID,RotoworldPlayerID,RotoWirePlayerID,FantasyAlarmPlayerID,StatsPlayerID,SportsDirectPlayerID,XmlTeamPlayerID,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,FanDuelPlayerID,DraftKingsPlayerID,YahooPlayerID,FanDuelName,DraftKingsName,YahooName,DepthChartPosition,DepthChartOrder,GlobalTeamID,FantasyDraftName,FantasyDraftPlayerID,UsaTodayPlayerID,UsaTodayHeadshotUrl,UsaTodayHeadshotNoBackgroundUrl,UsaTodayHeadshotUpdated,UsaTodayHeadshotNoBackgroundUpdated
30001088,Brandon,Carlo,Active,1,BOS,D,25,,R,77,217,1996-11-26T00:00:00,Colorado Springs,CO,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,a78b4782-c5d4-4bad-a765-3e4b95a7fb90,5039,4785,400216,878156,6398,21207,Scrambled,Scrambled,,Scrambled,66606,878156,6779,Brandon Carlo,Brandon Carlo,Brandon Carlo,RD,2,30000001,Brandon Carlo,878156,8250337,http://cdn.usatsimg.com/api/download/?imageID=20542952,http://cdn.usatsimg.com/api/download/?imageID=20542953,2023-04-26T16:32:23,2023-04-26T16:32:33
30001238,Jake,DeBrusk,Active,1,BOS,LW,74,,L,73,198,1996-10-17T00:00:00,Edmonton,AB,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,564ab910-104e-4cc9-944a-5e0f8ee9e5ac,5014,4793,400205,878045,6375,21194,Scrambled,Scrambled,,Scrambled,66601,878045,6756,Jake DeBrusk,Jake DeBrusk,Jake DeBrusk,RW,1,30000001,Jake DeBrusk,878045,8250343,http://cdn.usatsimg.com/api/download/?imageID=20542910,http://cdn.usatsimg.com/api/download/?imageID=20542914,2023-04-26T16:30:29,2023-04-26T16:30:36
30001264,Hampus,Lindholm,Injured Reserve,1,BOS,D,27,,L,76,224,1994-01-20T00:00:00,Helsingborg,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,671bbc9e-99ea-4c1f-b871-f8efd53b0d8f,4032,3983,400498,659813,4780,19425,Scrambled,Scrambled,2024-02-21T00:00:00,Scrambled,39464,659813,5686,Hampus Lindholm,Hampus Lindholm,Hampus Lindholm,,,30000001,Hampus Lindholm,1779593,8293419,http://cdn.usatsimg.com/api/download/?imageID=20542877,http://cdn.usatsimg.com/api/download/?imageID=20542878,2023-04-26T16:27:22,2023-04-26T16:27:43
30001374,Linus,Ullmark,Active,1,BOS,G,35,L,,76,213,1993-07-31T00:00:00,Lugnvik,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,d4dd5956-5c99-4e69-b21f-713b64327eca,4574,4381,401235,681544,4937,,Scrambled,Scrambled,,Scrambled,54809,681544,5853,Linus Ullmark,Linus Ullmark,Linus Ullmark,G,2,30000001,,,8275609,http://cdn.usatsimg.com/api/download/?imageID=20002474,http://cdn.usatsimg.com/api/download/?imageID=20002475,2023-02-15T16:33:44,2023-02-15T16:33:49
30002539,Matt,Grzelcyk,Active,1,BOS,D,48,,L,70,180,1994-01-05T00:00:00,Charlestown,MA,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,a97bdbff-c16b-42c3-a3de-e1e8aa8ad9dc,4135,4253,,680847,4859,19360,Scrambled,Scrambled,,Scrambled,68655,680847,5776,Matt Grzelcyk,Matt Grzelcyk,Matt Grzelcyk,LD,1,30000001,Matt Grzelcyk,680847,8250348,http://cdn.usatsimg.com/api/download/?imageID=20002511,http://cdn.usatsimg.com/api/download/?imageID=20002510,2023-02-15T16:36:32,2023-02-15T16:36:28
30002631,Danton,Heinen,Active,1,BOS,LW,43,,L,74,195,1995-07-05T00:00:00,Langley,BC,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,ff789420-8c6c-4214-8e6e-e9e312c1f814,4700,4492,,831469,6704,20951,Scrambled,Scrambled,,Scrambled,70128,831469,6484,Danton Heinen,Danton Heinen,Danton Heinen,RW,4,30000001,Danton Heinen,1779361,8275545,http://cdn.usatsimg.com/api/download/?imageID=17086691,http://cdn.usatsimg.com/api/download/?imageID=17086690,2021-11-03T17:16:05,2021-11-03T17:16:00
30002663,Vincent,Arseneau,Minors,1,BOS,LW,,,L,74,220,1992-03-26T00:00:00,Quebec,QC,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,51f359ea-6b8d-4595-ad4e-921518339e67,,4573,,737290,5320,,Scrambled,Scrambled,,Scrambled,59143,737290,6645,Vincent Arseneau,Vincent Arseneau,,,,30000001,,,8305552,,,,
30002979,Anthony,Richard,Active,1,BOS,C,90,,L,70,185,1996-12-20T00:00:00,Trois-Rivieres,QC,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,e652819e-b002-43ef-9d3e-74042b8af7ed,,5094,401095,878240,5226,21213,Scrambled,Scrambled,,Scrambled,66405,878240,6842,Anthony Richard,Anthony Richard,Anthony Richard,LW,5,30000001,Anthony Richard,1780721,8305740,,,,
30003006,Dan,Renouf,Minors,1,BOS,D,,,L,73,198,1994-06-01T00:00:00,Pickering,ON,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,402141e4-c248-4b26-b3b0-64d803642d31,,5060,,915463,16808,25887,Scrambled,Scrambled,,Scrambled,74015,915463,7322,Dan Renouf,Dan Renouf,Dan Renouf,,,30000001,Dan Renouf,1474273,8305037,http://cdn.usatsimg.com/api/download/?imageID=16846967,http://cdn.usatsimg.com/api/download/?imageID=16846966,2021-09-28T13:46:47,2021-09-28T13:46:38
30003099,Parker,Wotherspoon,Active,1,BOS,D,29,,L,73,195,1997-08-24T00:00:00,Surrey,BC,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,78e71715-fa21-45a3-8ce8-d41532432fae,,4875,,878258,6473,21321,Scrambled,Scrambled,,Scrambled,66687,878258,6854,Parker Wotherspoon,Parker Wotherspoon,Parker Wotherspoon,RD,4,30000001,,,8305285,http://cdn.usatsimg.com/api/download/?imageID=20165109,http://cdn.usatsimg.com/api/download/?imageID=20165108,2023-03-07T13:08:30,2023-03-07T13:08:26
30003147,Charlie,McAvoy,Active,1,BOS,D,73,,R,73,209,1997-12-21T00:00:00,Long Beach,NY,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,72d92fa8-71ce-4437-adb5-e861e5f6f55f,5380,5143,,920223,6732,26035,Scrambled,Scrambled,,Scrambled,70912,920223,7122,Charlie McAvoy,Charlie McAvoy,Charlie McAvoy,RD,1,30000001,Charlie McAvoy,920223,8250372,http://cdn.usatsimg.com/api/download/?imageID=20542676,http://cdn.usatsimg.com/api/download/?imageID=20542683,2023-04-26T16:09:34,2023-04-26T16:09:50
30003157,Trent,Frederic,Active,1,BOS,C,11,,L,75,220,1998-02-11T00:00:00,St. Louis,MO,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,41acc046-28ad-430f-94e5-604d7f35daff,,5171,,920239,6747,26229,Scrambled,Scrambled,,Scrambled,70927,920239,7137,Trent Frederic,Trent Frederic,Trent Frederic,LW,4,30000001,Trent Frederic,920239,8250345,http://cdn.usatsimg.com/api/download/?imageID=20002500,http://cdn.usatsimg.com/api/download/?imageID=20002497,2023-02-15T16:35:40,2023-02-15T16:35:36
30003201,James,Greenway,Minors,1,BOS,D,,,L,78,212,1998-04-27T00:00:00,Canton,NY,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,69c7fa7a-196c-43dc-9ba2-065923ee0356,,5225,,,18590,,Scrambled,Scrambled,,Scrambled,162125,920380,7180,J.D. Greenway,J.D. Greenway,,,,30000001,,,8305327,,,,
30003391,Justin,Brazeau,Active,1,BOS,RW,55,,R,77,220,1998-02-02T00:00:00,New Liskeard,ON,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,35fba521-b78e-407c-8e66-7e385102015c,,5890,,956418,16805,26389,Scrambled,Scrambled,,Scrambled,74012,956418,7399,Justin Brazeau,Justin Brazeau,Justin Brazeau,RW,5,30000001,Justin Brazeau,1266486,8305323,,,,
30003581,Shane,Starrett,Minors,1,BOS,G,,L,,77,181,1994-07-12T00:00:00,Bellingham,MA,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,,,5376,,978150,,,Scrambled,Scrambled,,Scrambled,79923,978150,7491,Shane Starrett,Shane Starrett,Shane Starrett,,,30000001,,,,,,,
30003683,Jesper,Boqvist,Active,1,BOS,C,70,,L,73,184,1998-10-30T00:00:00,Falun,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,e7a46d95-4d97-4fd9-afd4-2be1d6f49922,5802,5467,,1057144,16978,26434,Scrambled,Scrambled,,Scrambled,97233,1057144,7551,Jesper Boqvist,Jesper Boqvist,Jesper Boqvist,C,5,30000001,Jesper Boqvist,1780965,8249187,http://cdn.usatsimg.com/api/download/?imageID=16860171,http://cdn.usatsimg.com/api/download/?imageID=16866364,2021-09-30T14:36:22,2021-10-01T13:16:45
30003688,Ian,Mitchell,Minors,1,BOS,D,,,R,72,192,1999-01-18T00:00:00,St. Albert,AB,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,3524a3bf-d6dc-4a9b-9376-caf5a459aff3,,5490,,1057165,16999,26466,Scrambled,Scrambled,,Scrambled,135677,1057165,7572,Ian Mitchell,Ian Mitchell,Ian Mitchell,,,30000001,,,8250890,http://cdn.usatsimg.com/api/download/?imageID=20010010,http://cdn.usatsimg.com/api/download/?imageID=20010009,2023-02-16T16:42:54,2023-02-16T16:42:49
30003704,Morgan,Geekie,Active,1,BOS,C,39,,R,75,202,1998-07-20T00:00:00,Strathclair,MB,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,9066a189-ea1c-45b0-880b-1e0e743cf0f5,5901,5478,,1057175,17009,26798,Scrambled,Scrambled,,Scrambled,82041,1057175,7582,Morgan Geekie,Morgan Geekie,Morgan Geekie,C,4,30000001,Morgan Geekie,1818139,8276945,http://cdn.usatsimg.com/api/download/?imageID=19174723,http://cdn.usatsimg.com/api/download/?imageID=19174722,2022-10-04T11:01:42,2022-10-04T11:01:38
30003714,Michael,DiPietro,Minors,1,BOS,G,,L,,72,200,1999-06-09T00:00:00,Windsor,ON,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,166aa9ee-1b5d-4744-9a7f-04a4c584c89b,5947,5515,,1057172,17006,,Scrambled,Scrambled,,Scrambled,82098,1057172,7579,Michael DiPietro,Michael DiPietro,Michael DiPietro,,,30000001,,,8305554,http://cdn.usatsimg.com/api/download/?imageID=19170829,http://cdn.usatsimg.com/api/download/?imageID=19170883,2022-10-03T14:39:50,2022-10-03T14:43:19
30003721,Reilly,Walsh,Minors,1,BOS,D,,,R,72,185,1999-04-21T00:00:00,Framingham,MA,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,168817ba-fb25-4941-8377-1b9e6c223f30,,5551,,1057189,17023,26481,Scrambled,Scrambled,,Scrambled,97243,1057189,7596,Reilly Walsh,Reilly Walsh,Reilly Walsh,,,30000001,,,8276302,http://cdn.usatsimg.com/api/download/?imageID=19170244,http://cdn.usatsimg.com/api/download/?imageID=19147108,2022-10-03T12:32:38,2022-09-30T20:57:16
30003894,Kyle,Keyser,Minors,1,BOS,G,,L,,74,185,1999-03-08T00:00:00,Coral Springs,FL,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,d7774fdc-ad0e-4c24-8676-d87136277bf4,,5605,,1078236,17244,,Scrambled,Scrambled,,Scrambled,82178,1078236,7822,Kyle Keyser,Kyle Keyser,Kyle Keyser,,,30000001,,,8276083,,,,
30003942,Oskar,Steen,Minors,1,BOS,C,,,R,70,196,1998-03-09T00:00:00,Karlstad,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,8c4a6e22-75bc-472a-ba6e-9959eb007468,,5934,,920504,6884,26192,Scrambled,Scrambled,,Scrambled,82276,920504,7270,Oskar Steen,Oskar Steen,Oskar Steen,,,30000001,Oskar Steen,920504,8259124,http://cdn.usatsimg.com/api/download/?imageID=16800765,http://cdn.usatsimg.com/api/download/?imageID=16800766,2021-09-21T16:57:49,2021-09-21T16:58:02
30003991,Jeremy,Swayman,Active,1,BOS,G,1,L,,75,195,1998-11-24T00:00:00,Anchorage,AK,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,fde13ac2-1ba2-4abb-abcb-a6a91e845e45,6949,5623,,1057221,17053,,Scrambled,Scrambled,,Scrambled,120415,1057221,7626,Jeremy Swayman,Jeremy Swayman,Jeremy Swayman,G,1,30000001,,,8272987,http://cdn.usatsimg.com/api/download/?imageID=20542640,http://cdn.usatsimg.com/api/download/?imageID=20542641,2023-04-26T16:04:23,2023-04-26T16:04:31
30004126,Jakub,Lauko,Active,1,BOS,C,94,,L,73,193,2000-03-28T00:00:00,Prague,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,a74c2fe3-5399-4800-b77a-2482d49779d4,,5730,,1121533,17400,27276,Scrambled,Scrambled,,Scrambled,96801,1121533,7975,Jakub Lauko,Jakub Lauko,Jakub Lauko,,,30000001,Jakub Lauko,1121533,8276085,http://cdn.usatsimg.com/api/download/?imageID=20002471,http://cdn.usatsimg.com/api/download/?imageID=20002473,2023-02-15T16:33:10,2023-02-15T16:33:17
30004156,Alec,Regula,Minors,1,BOS,D,,,R,76,208,2000-08-06T00:00:00,West Bloomfield,MI,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,0e04ecf6-bf13-4aa6-9d61-873ea0ee941d,,5783,,1121522,17390,27167,Scrambled,Scrambled,,Scrambled,97145,1121522,7965,Alec Regula,Alec Regula,Alec Regula,,,30000001,Alec Regula,1818649,8273446,http://cdn.usatsimg.com/api/download/?imageID=16837303,http://cdn.usatsimg.com/api/download/?imageID=16852469,2021-09-26T22:39:38,2021-09-29T12:44:10
30004172,Curtis,Hall,Minors,1,BOS,C,,,R,75,212,2000-04-26T00:00:00,Princeton,NJ,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,28f8cb68-de40-4eca-a177-081ac0458c05,,5812,,1121589,17442,,Scrambled,Scrambled,,Scrambled,147522,1121589,8016,Curtis Hall,Curtis Hall,,,,30000001,,,8276082,,,,
30004493,John,Beecher,Minors,1,BOS,C,,,L,75,216,2001-04-05T00:00:00,Elmira,NY,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,,,5999,,1172212,17735,27860,Scrambled,Scrambled,,Scrambled,170278,1172212,8308,John Beecher,John Beecher,John Beecher,,,30000001,,,8305030,http://cdn.usatsimg.com/api/download/?imageID=19132972,http://cdn.usatsimg.com/api/download/?imageID=19145896,2022-09-28T17:17:44,2022-09-30T14:48:05
30004513,John,Farinacci,Minors,1,BOS,C,,,R,71,185,2001-02-14T00:00:00,Red Bank,NJ,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,,,5992,,1172275,,,Scrambled,Scrambled,,Scrambled,193496,1172275,30963,John Farinacci,John Farinacci,,,,30000001,,,,,,,
30004854,Trevor,Kuntar,Minors,1,BOS,C,,,L,72,196,2001-06-20T00:00:00,Buffalo,NY,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,4b767a35-11af-4ad1-8310-0bbdc6680fef,,6371,,1248652,,,Scrambled,Scrambled,,Scrambled,184576,1248652,30122,Trevor Kuntar,Trevor Kuntar,,,,30000001,,,,,,,
30004858,Mason,Lohrei,Active,1,BOS,D,6,,L,77,211,2001-01-17T00:00:00,Verona,WI,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,e7756a56-deb5-4d15-8487-eae15bdc73c1,,6363,,1248178,,1018590,Scrambled,Scrambled,,Scrambled,185805,1248178,30163,Mason Lohrei,Mason Lohrei,Mason Lohrei,LD,2,30000001,,,,,,,
30004998,Fabian,Lysell,Minors,1,BOS,RW,,,R,70,179,2003-01-19T00:00:00,Goteborg,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,12906f35-a9c4-4801-add0-a60003b08fe9,,6480,,1321475,18358,1020842,Scrambled,Scrambled,,Scrambled,158878,1321475,8896,Fabian Lysell,Fabian Lysell,Fabian Lysell,,,30000001,,,8276087,,,,
30005098,Luke,Toporowski,Minors,1,BOS,LW,,,L,71,181,2001-04-12T00:00:00,Davenport,IA,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,,,,,1344887,18663,,Scrambled,Scrambled,,Scrambled,161946,1344887,9137,Luke Toporowski,Luke Toporowski,,,,30000001,,,8305329,,,,
30005130,Brett,Harrison,Minors,1,BOS,C,,,L,74,182,2003-06-07T00:00:00,London,ON,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,7c9ea1ff-6496-4ba6-b9a8-f27cb244fbe9,,6503,,1321737,18422,,Scrambled,Scrambled,,Scrambled,162120,1321737,8960,Brett Harrison,Brett Harrison,,,,30000001,,,8276475,,,,
30005131,Ryan,Mast,Minors,1,BOS,D,,,R,77,213,2003-01-14T00:00:00,Bloomfield,MI,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,77d554ac-0411-4058-8631-72eff8b52b58,,6822,,1321904,18518,,Scrambled,Scrambled,,Scrambled,162126,1321904,9056,Ryan Mast,Ryan Mast,,,,30000001,,,8276476,,,,
30005133,Andrew,Peski,Minors,1,BOS,D,,,R,72,220,1997-03-11T00:00:00,Orleans,ON,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,1be97de4-1059-448c-892e-2ae841545564,,,,,18591,,Scrambled,Scrambled,,Scrambled,162127,1345119,9160,Andrew Peski,Andrew Peski,,,,30000001,,,8276479,,,,
30005134,Eduards,Tralmaks,Minors,1,BOS,LW,,,L,76,209,1997-02-17T00:00:00,Riga,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,8dcadf70-4056-4e7c-b159-2370bc932b70,,,,,18588,,Scrambled,Scrambled,,Scrambled,162122,1345115,9157,Eduards Tralmaks,Eduards Tralmaks,,,,30000001,,,8305330,,,,
30005367,Michael,Callahan,Minors,1,BOS,D,,,L,74,200,1999-09-23T00:00:00,Franklin,MA,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,,,6603,,1121612,17465,,Scrambled,Scrambled,,Scrambled,165967,1121612,8039,Michael Callahan,Michael Callahan,,,,30000001,,,8293243,,,,
30005561,Marc,McLaughlin,Minors,1,BOS,C,,,R,72,198,1999-07-26T00:00:00,North Billerica,MA,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,39989775-2214-4c92-8825-d652479a8fc6,,6616,,1372610,18697,26539,Scrambled,Scrambled,,Scrambled,167004,1372610,9226,Marc McLaughlin,Marc McLaughlin,Marc McLaughlin,,,30000001,,,8293392,http://cdn.usatsimg.com/api/download/?imageID=18133386,http://cdn.usatsimg.com/api/download/?imageID=18133384,2022-04-22T17:21:05,2022-04-22T17:21:02
30005573,Brandon,Bussi,Minors,1,BOS,G,,R,,77,209,1998-06-25T00:00:00,Sound Beach,NY,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,,,6635,,1381557,18708,,Scrambled,Scrambled,,Scrambled,168320,1381557,9238,Brandon Bussi,Brandon Bussi,Brandon Bussi,,,30000001,,,8293553,,,,
30005580,Georgi,Merkulov,Minors,1,BOS,LW,,,L,71,176,2000-10-10T00:00:00,Ryazaz,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,,,6645,,1382810,18715,1021319,Scrambled,Scrambled,,Scrambled,169089,1382810,9244,Georgii Merkulov,Georgii Merkulov,Georgii Merkulov,,,30000001,,,8305036,,,,
