UniqueID,playerID,award,year,lgID,pos
1402,belfoed01,Jennings,1994,NHL,n/a
1403,nieuwjo01,King Clancy,1994,NHL,n/a
1404,francro01,Lady Byng,1994,NHL,n/a
1405,lafonpa01,Masterton,1994,NHL,n/a
1406,coffepa01,Norris,1994,NHL,n/a
1407,lindrer01,Pearson,1994,NHL,n/a
1408,francro01,Plus-Minus,1994,NHL,n/a
1409,belfoed01,Second Team All-Star,1994,NHL,G
1410,bourqra01,Second Team All-Star,1994,NHL,D
1411,fleurth01,Second Team All-Star,1994,NHL,RW
1412,murphla01,Second Team All-Star,1994,NHL,D
1413,tkachke01,Second Team All-Star,1994,NHL,LW
1414,zhamnal01,Second Team All-Star,1994,NHL,C
1415,francro01,Selke,1994,NHL,n/a
1416,hasekdo01,Vezina,1994,NHL,n/a
1417,alfreda01,All-Rookie,1995,NHL,F
1418,dazeer01,All-Rookie,1995,NHL,F
1419,hirscco01,All-Rookie,1995,NHL,G
1420,jovaned01,All-Rookie,1995,NHL,D
1421,mclarky01,All-Rookie,1995,NHL,D
1422,sykorpe01,All-Rookie,1995,NHL,F
1423,lemiema01,Art Ross,1995,NHL,n/a
1424,alfreda01,Calder,1995,NHL,n/a
1425,sakicjo01,Conn Smythe,1995,NHL,n/a
1426,bourqra01,First Team All-Star,1995,NHL,D
1427,careyji01,First Team All-Star,1995,NHL,G
1428,chelich01,First Team All-Star,1995,NHL,D
1429,jagrja01,First Team All-Star,1995,NHL,RW
1430,kariypa01,First Team All-Star,1995,NHL,LW
1431,lemiema01,First Team All-Star,1995,NHL,C
1432,lemiema01,Hart,1995,NHL,n/a
1433,osgooch01,Jennings,1995,NHL,n/a
1434,vernomi01,Jennings,1995,NHL,n/a
1435,kingkr01,King Clancy,1995,NHL,n/a
1436,kariypa01,Lady Byng,1995,NHL,n/a
1437,roberga01,Masterton,1995,NHL,n/a
1438,chelich01,Norris,1995,NHL,n/a
1439,lemiema01,Pearson,1995,NHL,n/a
1440,konstvl01,Plus-Minus,1995,NHL,n/a
1441,konstvl01,Second Team All-Star,1995,NHL,D
1442,leclajo01,Second Team All-Star,1995,NHL,LW
1443,leetcbr01,Second Team All-Star,1995,NHL,D
1444,lindrer01,Second Team All-Star,1995,NHL,C
1445,mogilal01,Second Team All-Star,1995,NHL,RW
1446,osgooch01,Second Team All-Star,1995,NHL,G
1447,fedorse01,Selke,1995,NHL,n/a
1448,careyji01,Vezina,1995,NHL,n/a
1449,berarbr01,All-Rookie,1996,NHL,D
1450,berezse01,All-Rookie,1996,NHL,F
1451,campbji01,All-Rookie,1996,NHL,F
1452,iginlja01,All-Rookie,1996,NHL,F
1453,lalimpa01,All-Rookie,1996,NHL,G
1454,niinija01,All-Rookie,1996,NHL,D
1455,lemiema01,Art Ross,1996,NHL,n/a
1456,berarbr01,Calder,1996,NHL,n/a
1457,vernomi01,Conn Smythe,1996,NHL,n/a
1458,hasekdo01,First Team All-Star,1996,NHL,G
1459,kariypa01,First Team All-Star,1996,NHL,LW
1460,leetcbr01,First Team All-Star,1996,NHL,D
1461,lemiema01,First Team All-Star,1996,NHL,C
1462,ozolisa01,First Team All-Star,1996,NHL,D
1463,selante01,First Team All-Star,1996,NHL,RW
1464,hasekdo01,Hart,1996,NHL,n/a
1465,brodema01,Jennings,1996,NHL,n/a
1466,dunhami01,Jennings,1996,NHL,n/a
1467,lindetr01,King Clancy,1996,NHL,n/a
1468,kariypa01,Lady Byng,1996,NHL,n/a
1469,granato01,Masterton,1996,NHL,n/a
1470,leetcbr01,Norris,1996,NHL,n/a
1471,hasekdo01,Pearson,1996,NHL,n/a
1472,leclajo01,Plus-Minus,1996,NHL,n/a
1473,brodema01,Second Team All-Star,1996,NHL,G
1474,chelich01,Second Team All-Star,1996,NHL,D
1475,gretzwa01,Second Team All-Star,1996,NHL,C
1476,jagrja01,Second Team All-Star,1996,NHL,RW
1477,leclajo01,Second Team All-Star,1996,NHL,LW
1478,stevesc01,Second Team All-Star,1996,NHL,D
1479,pecami01,Selke,1996,NHL,n/a
1480,hasekdo01,Vezina,1996,NHL,n/a
1481,eliaspa01,All-Rookie,1997,NHL,F
1482,johnsmi01,All-Rookie,1997,NHL,F
1483,morride01,All-Rookie,1997,NHL,D
1484,ohlunma01,All-Rookie,1997,NHL,D
1485,samsose01,All-Rookie,1997,NHL,F
1486,storrja01,All-Rookie,1997,NHL,G
1487,jagrja01,Art Ross,1997,NHL,n/a
1488,samsose01,Calder,1997,NHL,n/a
1489,yzermst01,Conn Smythe,1997,NHL,n/a
1490,blakero01,First Team All-Star,1997,NHL,D
1491,forsbpe01,First Team All-Star,1997,NHL,C
1492,hasekdo01,First Team All-Star,1997,NHL,G
1493,jagrja01,First Team All-Star,1997,NHL,RW
1494,leclajo01,First Team All-Star,1997,NHL,LW
1495,lidstni01,First Team All-Star,1997,NHL,D
1496,hasekdo01,Hart,1997,NHL,n/a
1497,brodema01,Jennings,1997,NHL,n/a
1498,chaseke01,King Clancy,1997,NHL,n/a
1499,francro01,Lady Byng,1997,NHL,n/a
1500,mclenja01,Masterton,1997,NHL,n/a
1501,blakero01,Norris,1997,NHL,n/a
1502,hasekdo01,Pearson,1997,NHL,n/a
1503,prongch01,Plus-Minus,1997,NHL,n/a
1504,brodema01,Second Team All-Star,1997,NHL,G
1505,gretzwa01,Second Team All-Star,1997,NHL,C
1506,niedesc01,Second Team All-Star,1997,NHL,D
1507,prongch01,Second Team All-Star,1997,NHL,D
1508,selante01,Second Team All-Star,1997,NHL,RW
1509,tkachke01,Second Team All-Star,1997,NHL,LW
1510,lehtije01,Selke,1997,NHL,n/a
1511,hasekdo01,Vezina,1997,NHL,n/a
1512,drurych01,All-Rookie,1998,NHL,F
1513,hejdumi01,All-Rookie,1998,NHL,F
1514,hossama01,All-Rookie,1998,NHL,F
1515,potito01,All-Rookie,1998,NHL,D
1516,salosa01,All-Rookie,1998,NHL,D
1517,storrja01,All-Rookie,1998,NHL,G
1518,jagrja01,Art Ross,1998,NHL,n/a
1519,drurych01,Calder,1998,NHL,n/a
1520,nieuwjo01,Conn Smythe,1998,NHL,n/a
1521,forsbpe01,First Team All-Star,1998,NHL,C
1522,hasekdo01,First Team All-Star,1998,NHL,G
1523,jagrja01,First Team All-Star,1998,NHL,RW
1524,kariypa01,First Team All-Star,1998,NHL,LW
1525,lidstni01,First Team All-Star,1998,NHL,D
1526,macinal01,First Team All-Star,1998,NHL,D
1527,jagrja01,Hart,1998,NHL,n/a
1528,belfoed01,Jennings,1998,NHL,n/a
1529,turekro01,Jennings,1998,NHL,n/a
1530,rayro01,King Clancy,1998,NHL,n/a
1531,gretzwa01,Lady Byng,1998,NHL,n/a
1532,cullejo01,Masterton,1998,NHL,n/a
1533,macinal01,Norris,1998,NHL,n/a
1534,jagrja01,Pearson,1998,NHL,n/a
1535,leclajo01,Plus-Minus,1998,NHL,n/a
1536,selante01,Richard,1998,NHL,n/a
1537,bourqra01,Second Team All-Star,1998,NHL,D
1538,dafoeby01,Second Team All-Star,1998,NHL,G
1539,desjaer01,Second Team All-Star,1998,NHL,D
1540,leclajo01,Second Team All-Star,1998,NHL,LW
1541,selante01,Second Team All-Star,1998,NHL,RW
1542,yashial01,Second Team All-Star,1998,NHL,C
1543,lehtije01,Selke,1998,NHL,n/a
1544,hasekdo01,Vezina,1998,NHL,n/a
1545,bouchbr01,All-Rookie,1999,NHL,G
1546,gagnesi01,All-Rookie,1999,NHL,F
1547,gomezsc01,All-Rookie,1999,NHL,F
1548,rafalbr01,All-Rookie,1999,NHL,D
1549,stuarbr01,All-Rookie,1999,NHL,D
1550,yorkmi01,All-Rookie,1999,NHL,F
1551,jagrja01,Art Ross,1999,NHL,n/a
1552,gomezsc01,Calder,1999,NHL,n/a
1553,stevesc01,Conn Smythe,1999,NHL,n/a
1554,belfoed01,Crozier,1999,NHL,n/a
1555,jagrja01,First Team All-Star,1999,NHL,RW
1556,kolziol01,First Team All-Star,1999,NHL,G
1557,lidstni01,First Team All-Star,1999,NHL,D
1558,prongch01,First Team All-Star,1999,NHL,D
1559,shanabr01,First Team All-Star,1999,NHL,LW
1560,yzermst01,First Team All-Star,1999,NHL,C
1561,prongch01,Hart,1999,NHL,n/a
1562,turekro01,Jennings,1999,NHL,n/a
1563,josepcu01,King Clancy,1999,NHL,n/a
1564,demitpa01,Lady Byng,1999,NHL,n/a
1565,daneyke01,Masterton,1999,NHL,n/a
1566,prongch01,Norris,1999,NHL,n/a
1567,jagrja01,Pearson,1999,NHL,n/a
1568,prongch01,Plus-Minus,1999,NHL,n/a
1569,burepa01,Richard,1999,NHL,n/a
1570,blakero01,Second Team All-Star,1999,NHL,D
1571,burepa01,Second Team All-Star,1999,NHL,RW
1572,desjaer01,Second Team All-Star,1999,NHL,D
1573,kariypa01,Second Team All-Star,1999,NHL,LW
1574,modanmi01,Second Team All-Star,1999,NHL,C
1575,turekro01,Second Team All-Star,1999,NHL,G
1576,yzermst01,Selke,1999,NHL,n/a
1577,kolziol01,Vezina,1999,NHL,n/a
1578,havlama01,All-Rookie,2000,NHL,F
1579,nabokev01,All-Rookie,2000,NHL,G
1580,richabr01,All-Rookie,2000,NHL,F
1581,visnolu01,All-Rookie,2000,NHL,D
1582,whiteco01,All-Rookie,2000,NHL,D
1583,willish01,All-Rookie,2000,NHL,F
1584,jagrja01,Art Ross,2000,NHL,n/a
1585,nabokev01,Calder,2000,NHL,n/a
1586,roypa01,Conn Smythe,2000,NHL,n/a
1587,turcoma01,Crozier,2000,NHL,n/a
1588,bourqra01,First Team All-Star,2000,NHL,D
1589,eliaspa01,First Team All-Star,2000,NHL,LW
1590,hasekdo01,First Team All-Star,2000,NHL,G
1591,jagrja01,First Team All-Star,2000,NHL,RW
1592,lidstni01,First Team All-Star,2000,NHL,D
1593,sakicjo01,First Team All-Star,2000,NHL,C
1594,sakicjo01,Hart,2000,NHL,n/a
1595,hasekdo01,Jennings,2000,NHL,n/a
1596,podeish01,King Clancy,2000,NHL,n/a
1597,sakicjo01,Lady Byng,2000,NHL,n/a
1598,gravead01,Masterton,2000,NHL,n/a
1599,lidstni01,Norris,2000,NHL,n/a
1600,sakicjo01,Pearson,2000,NHL,n/a
1601,eliaspa01,Plus-Minus,2000,NHL,n/a
1602,sakicjo01,Plus-Minus,2000,NHL,n/a
1603,burepa01,Richard,2000,NHL,n/a
1604,blakero01,Second Team All-Star,2000,NHL,D
1605,burepa01,Second Team All-Star,2000,NHL,RW
1606,cechmro01,Second Team All-Star,2000,NHL,G
1607,lemiema01,Second Team All-Star,2000,NHL,C
1608,robitlu01,Second Team All-Star,2000,NHL,LW
1609,stevesc01,Second Team All-Star,2000,NHL,D
1610,maddejo01,Selke,2000,NHL,n/a
1611,hasekdo01,Vezina,2000,NHL,n/a
1612,blackda01,All-Rookie,2001,NHL,G
1613,boyntni01,All-Rookie,2001,NHL,D
1614,heatlda01,All-Rookie,2001,NHL,F
1615,huselkr01,All-Rookie,2001,NHL,F
1616,kleslro01,All-Rookie,2001,NHL,D
1617,kovalil01,All-Rookie,2001,NHL,F
1618,iginlja01,Art Ross,2001,NHL,n/a
1619,heatlda01,Calder,2001,NHL,n/a
1620,lidstni01,Conn Smythe,2001,NHL,n/a
1621,theodjo01,Crozier,2001,NHL,n/a
1622,chelich01,First Team All-Star,2001,NHL,D
1623,iginlja01,First Team All-Star,2001,NHL,RW
1624,lidstni01,First Team All-Star,2001,NHL,D
1625,nasluma02,First Team All-Star,2001,NHL,LW
1626,roypa01,First Team All-Star,2001,NHL,G
1627,sakicjo01,First Team All-Star,2001,NHL,C
1628,theodjo01,Hart,2001,NHL,n/a
1629,roypa01,Jennings,2001,NHL,n/a
1630,francro01,King Clancy,2001,NHL,n/a
1631,francro01,Lady Byng,2001,NHL,n/a
1632,koivusa01,Masterton,2001,NHL,n/a
1633,lidstni01,Norris,2001,NHL,n/a
1634,iginlja01,Pearson,2001,NHL,n/a
1635,chelich01,Plus-Minus,2001,NHL,n/a
1636,iginlja01,Richard,2001,NHL,n/a
1637,blakero01,Second Team All-Star,2001,NHL,D
1638,gonchse01,Second Team All-Star,2001,NHL,D
1639,gueribi01,Second Team All-Star,2001,NHL,RW
1640,shanabr01,Second Team All-Star,2001,NHL,LW
1641,sundima01,Second Team All-Star,2001,NHL,C
1642,theodjo01,Second Team All-Star,2001,NHL,G
1643,pecami01,Selke,2001,NHL,n/a
1644,theodjo01,Vezina,2001,NHL,n/a
1645,arnasty01,All-Rookie,2002,NHL,F
1646,bouwmja01,All-Rookie,2002,NHL,D
1647,caronse01,All-Rookie,2002,NHL,G
1648,jackmba01,All-Rookie,2002,NHL,D
1649,nashri01,All-Rookie,2002,NHL,F
1650,zettehe01,All-Rookie,2002,NHL,F
1651,forsbpe01,Art Ross,2002,NHL,n/a
1652,jackmba01,Calder,2002,NHL,n/a
1653,gigueje01,Conn Smythe,2002,NHL,n/a
1654,turcoma01,Crozier,2002,NHL,n/a
1655,bertuto01,First Team All-Star,2002,NHL,RW
1656,brodema01,First Team All-Star,2002,NHL,G
1657,forsbpe01,First Team All-Star,2002,NHL,C
1658,lidstni01,First Team All-Star,2002,NHL,D
1659,macinal01,First Team All-Star,2002,NHL,D
1660,nasluma02,First Team All-Star,2002,NHL,LW
1661,forsbpe01,Hart,2002,NHL,n/a
1662,brodema01,Jennings,2002,NHL,n/a
1663,cechmro01,Jennings,2002,NHL,n/a
1664,eschero01,Jennings,2002,NHL,n/a
1665,shanabr01,King Clancy,2002,NHL,n/a
1666,mogilal01,Lady Byng,2002,NHL,n/a
1667,yzermst01,Masterton,2002,NHL,n/a
1668,lidstni01,Norris,2002,NHL,n/a
1669,nasluma02,Pearson,2002,NHL,n/a
1670,forsbpe01,Plus-Minus,2002,NHL,n/a
1671,hejdumi01,Plus-Minus,2002,NHL,n/a
1672,hejdumi01,Richard,2002,NHL,n/a
1673,gonchse01,Second Team All-Star,2002,NHL,D
1674,hatchde01,Second Team All-Star,2002,NHL,D
1675,hejdumi01,Second Team All-Star,2002,NHL,RW
1676,kariypa01,Second Team All-Star,2002,NHL,LW
1677,thornjo01,Second Team All-Star,2002,NHL,C
1678,turcoma01,Second Team All-Star,2002,NHL,G
1679,lehtije01,Selke,2002,NHL,n/a
1680,brodema01,Vezina,2002,NHL,n/a
1681,huntetr01,All-Rookie,2003,NHL,F
1682,lilesjo01,All-Rookie,2003,NHL,D
1683,malonry01,All-Rookie,2003,NHL,F
1684,pitkajo01,All-Rookie,2003,NHL,D
1685,raycran01,All-Rookie,2003,NHL,G
1686,rydermi01,All-Rookie,2003,NHL,F
1687,stlouma01,Art Ross,2003,NHL,n/a
1688,raycran01,Calder,2003,NHL,n/a
1689,richabr01,Conn Smythe,2003,NHL,n/a
1690,rolosdw01,Crozier,2003,NHL,n/a
1691,brodema01,First Team All-Star,2003,NHL,G
1692,charazd01,First Team All-Star,2003,NHL,D
1693,nasluma02,First Team All-Star,2003,NHL,LW
1694,niedesc01,First Team All-Star,2003,NHL,D
1695,sakicjo01,First Team All-Star,2003,NHL,C
1696,stlouma01,First Team All-Star,2003,NHL,RW
1697,stlouma01,Hart,2003,NHL,n/a
1698,brodema01,Jennings,2003,NHL,n/a
1699,iginlja01,King Clancy,2003,NHL,n/a
1700,richabr01,Lady Byng,2003,NHL,n/a
1701,berarbr01,Masterton,2003,NHL,n/a
1702,niedesc01,Norris,2003,NHL,n/a
1703,stlouma01,Pearson,2003,NHL,n/a
1704,malikma01,Plus-Minus,2003,NHL,n/a
1705,stlouma01,Plus-Minus,2003,NHL,n/a
1706,iginlja01,Richard,2003,NHL,n/a
1707,kovalil01,Richard,2003,NHL,n/a
1708,nashri01,Richard,2003,NHL,n/a
1709,iginlja01,Second Team All-Star,2003,NHL,RW
1710,kovalil01,Second Team All-Star,2003,NHL,LW
1711,luongro01,Second Team All-Star,2003,NHL,G
1712,mccabbr01,Second Team All-Star,2003,NHL,D
1713,prongch01,Second Team All-Star,2003,NHL,D
1714,sundima01,Second Team All-Star,2003,NHL,C
1715,drapekr01,Selke,2003,NHL,n/a
1716,brodema01,Vezina,2003,NHL,n/a
1717,boyesbr01,All-Rookie,2005,NHL,F
1718,crosbsi01,All-Rookie,2005,NHL,F
1719,lundqhe01,All-Rookie,2005,NHL,G
1720,meszaan01,All-Rookie,2005,NHL,D
1721,ovechal01,All-Rookie,2005,NHL,F
1722,phanedi01,All-Rookie,2005,NHL,D
1723,thornjo01,Art Ross,2005,NHL,n/a
1724,ovechal01,Calder,2005,NHL,n/a
1725,wardca01,Conn Smythe,2005,NHL,n/a
1726,huetcr01,Crozier,2005,NHL,n/a
1727,jagrja01,First Team All-Star,2005,NHL,RW
1728,kiprumi01,First Team All-Star,2005,NHL,G
1729,lidstni01,First Team All-Star,2005,NHL,D
1730,niedesc01,First Team All-Star,2005,NHL,D
1731,ovechal01,First Team All-Star,2005,NHL,LW
1732,thornjo01,First Team All-Star,2005,NHL,C
1733,thornjo01,Hart,2005,NHL,n/a
1734,kiprumi01,Jennings,2005,NHL,n/a
1735,kolziol01,King Clancy,2005,NHL,n/a
1736,datsypa01,Lady Byng,2005,NHL,n/a
1737,selante01,Masterton,2005,NHL,n/a
1738,lidstni01,Norris,2005,NHL,n/a
1739,jagrja01,Pearson,2005,NHL,n/a
1740,reddewa01,Plus-Minus,2005,NHL,n/a
1741,rozsimi01,Plus-Minus,2005,NHL,n/a
1742,cheecjo01,Richard,2005,NHL,n/a
1743,alfreda01,Second Team All-Star,2005,NHL,RW
1744,brodema01,Second Team All-Star,2005,NHL,G
1745,charazd01,Second Team All-Star,2005,NHL,D
1746,heatlda01,Second Team All-Star,2005,NHL,LW
1747,staaler01,Second Team All-Star,2005,NHL,C
1748,zubovse01,Second Team All-Star,2005,NHL,D
1749,brindro01,Selke,2005,NHL,n/a
1750,kiprumi01,Vezina,2005,NHL,n/a
1751,carlema01,All-Rookie,2006,NHL,D
1752,malkiev01,All-Rookie,2006,NHL,F
1753,smithmi02,All-Rookie,2006,NHL,G
1754,staaljo01,All-Rookie,2006,NHL,F
1755,stastpa01,All-Rookie,2006,NHL,F
1756,vlasima01,All-Rookie,2006,NHL,D
1757,crosbsi01,Art Ross,2006,NHL,n/a
1758,malkiev01,Calder,2006,NHL,n/a
1759,niedesc01,Conn Smythe,2006,NHL,n/a
1760,backsni01,Crozier,2006,NHL,n/a
1761,brodema01,First Team All-Star,2006,NHL,G
1762,crosbsi01,First Team All-Star,2006,NHL,C
1763,heatlda01,First Team All-Star,2006,NHL,RW
1764,lidstni01,First Team All-Star,2006,NHL,D
1765,niedesc01,First Team All-Star,2006,NHL,D
1766,ovechal01,First Team All-Star,2006,NHL,LW
1767,crosbsi01,Hart,2006,NHL,n/a
1768,backsni01,Jennings,2006,NHL,n/a
1769,fernama01,Jennings,2006,NHL,n/a
1770,koivusa01,King Clancy,2006,NHL,n/a
1771,datsypa01,Lady Byng,2006,NHL,n/a
1772,kesseph01,Masterton,2006,NHL,n/a
1773,chelich01,Messier,2006,NHL,n/a
1774,lidstni01,Norris,2006,NHL,n/a
1775,crosbsi01,Pearson,2006,NHL,n/a
1776,vanekth01,Plus-Minus,2006,NHL,n/a
1777,lecavvi01,Richard,2006,NHL,n/a
1778,boyleda01,Second Team All-Star,2006,NHL,D
1779,lecavvi01,Second Team All-Star,2006,NHL,C
1780,luongro01,Second Team All-Star,2006,NHL,G
1781,prongch01,Second Team All-Star,2006,NHL,D
1782,stlouma01,Second Team All-Star,2006,NHL,RW
1783,vanekth01,Second Team All-Star,2006,NHL,LW
1784,brindro01,Selke,2006,NHL,n/a
1785,brodema01,Vezina,2006,NHL,n/a
1786,backsni02,All-Rookie,2007,NHL,F
1787,enstrto01,All-Rookie,2007,NHL,D
1788,gilbeto01,All-Rookie,2007,NHL,D
1789,kanepa01,All-Rookie,2007,NHL,F
1790,priceca01,All-Rookie,2007,NHL,G
1791,toewsjo01,All-Rookie,2007,NHL,F
1792,ovechal01,Art Ross,2007,NHL,n/a
1793,kanepa01,Calder,2007,NHL,n/a
1794,zettehe01,Conn Smythe,2007,NHL,n/a
1795,ellisda01,Crozier,2007,NHL,n/a
1796,iginlja01,First Team All-Star,2007,NHL,RW
1797,lidstni01,First Team All-Star,2007,NHL,D
1798,malkiev01,First Team All-Star,2007,NHL,C
1799,nabokev01,First Team All-Star,2007,NHL,G
1800,ovechal01,First Team All-Star,2007,NHL,LW
1801,phanedi01,First Team All-Star,2007,NHL,D
1802,ovechal01,Hart,2007,NHL,n/a
1803,hasekdo01,Jennings,2007,NHL,n/a
1804,osgooch01,Jennings,2007,NHL,n/a
1805,lecavvi01,King Clancy,2007,NHL,n/a
1806,datsypa01,Lady Byng,2007,NHL,n/a
1807,blakeja01,Masterton,2007,NHL,n/a
1808,sundima01,Messier,2007,NHL,n/a
1809,lidstni01,Norris,2007,NHL,n/a
1810,ovechal01,Pearson,2007,NHL,n/a
1811,datsypa01,Plus-Minus,2007,NHL,n/a
1812,ovechal01,Richard,2007,NHL,n/a
1813,brodema01,Second Team All-Star,2007,NHL,G
1814,campbbr02,Second Team All-Star,2007,NHL,D
1815,charazd01,Second Team All-Star,2007,NHL,D
1816,kovalal01,Second Team All-Star,2007,NHL,RW
1817,thornjo01,Second Team All-Star,2007,NHL,C
1818,zettehe01,Second Team All-Star,2007,NHL,LW
1819,datsypa01,Selke,2007,NHL,n/a
1820,brodema01,Vezina,2007,NHL,n/a
1821,berglpa01,All-Rookie,2008,NHL,F
1822,doughdr01,All-Rookie,2008,NHL,D
1823,masonst01,All-Rookie,2008,NHL,G
1824,ryanbo01,All-Rookie,2008,NHL,F
1825,schenlu01,All-Rookie,2008,NHL,D
1826,verstkr01,All-Rookie,2008,NHL,F
1827,malkiev01,Art Ross,2008,NHL,n/a
1828,masonst01,Calder,2008,NHL,n/a
1829,malkiev01,Conn Smythe,2008,NHL,n/a
1830,thomati01,Crozier,2008,NHL,n/a
1831,charazd01,First Team All-Star,2008,NHL,D
1832,greenmi03,First Team All-Star,2008,NHL,D
1833,iginlja01,First Team All-Star,2008,NHL,RW
1834,malkiev01,First Team All-Star,2008,NHL,C
1835,ovechal01,First Team All-Star,2008,NHL,LW
1836,thomati01,First Team All-Star,2008,NHL,G
1837,ovechal01,Hart,2008,NHL,n/a
1838,fernama01,Jennings,2008,NHL,n/a
1839,thomati01,Jennings,2008,NHL,n/a
1840,moreaet01,King Clancy,2008,NHL,n/a
1841,datsypa01,Lady Byng,2008,NHL,n/a
1842,sullist01,Masterton,2008,NHL,n/a
1843,iginlja01,Messier,2008,NHL,n/a
1844,charazd01,Norris,2008,NHL,n/a
1845,ovechal01,Pearson,2008,NHL,n/a
1846,krejcda01,Plus-Minus,2008,NHL,n/a
1847,ovechal01,Richard,2008,NHL,n/a
1848,boyleda01,Second Team All-Star,2008,NHL,D
1849,datsypa01,Second Team All-Star,2008,NHL,C
1850,hossama01,Second Team All-Star,2008,NHL,RW
1851,lidstni01,Second Team All-Star,2008,NHL,D
1852,masonst01,Second Team All-Star,2008,NHL,G
1853,parisza01,Second Team All-Star,2008,NHL,LW
1854,datsypa01,Selke,2008,NHL,n/a
1855,thomati01,Vezina,2008,NHL,n/a
1856,bergfni01,All-Rookie,2009,NHL,F
1857,delzomi01,All-Rookie,2009,NHL,D
1858,duchema01,All-Rookie,2009,NHL,F
1859,howarji01,All-Rookie,2009,NHL,G
1860,myersty01,All-Rookie,2009,NHL,D
1861,tavarjo01,All-Rookie,2009,NHL,F
1862,sedinhe01,Art Ross,2009,NHL,n/a
1863,myersty01,Calder,2009,NHL,n/a
1864,toewsjo01,Conn Smythe,2009,NHL,n/a
1865,rasktu01,Crozier,2009,NHL,n/a
1866,greenmi03,First Team All-Star,2009,NHL,D
1867,kanepa01,First Team All-Star,2009,NHL,RW
1868,keithdu01,First Team All-Star,2009,NHL,D
1869,millery01,First Team All-Star,2009,NHL,G
1870,ovechal01,First Team All-Star,2009,NHL,LW
1871,sedinhe01,First Team All-Star,2009,NHL,C
1872,sedinhe01,Hart,2009,NHL,n/a
1873,brodema01,Jennings,2009,NHL,n/a
1874,doansh01,King Clancy,2009,NHL,n/a
1875,stlouma01,Lady Byng,2009,NHL,n/a
1876,ovechal01,Lindsay,2009,NHL,n/a
1877,theodjo01,Masterton,2009,NHL,n/a
1878,crosbsi01,Messier,2009,NHL,n/a
1879,keithdu01,Norris,2009,NHL,n/a
1880,schulje02,Plus-Minus,2009,NHL,n/a
1881,crosbsi01,Richard,2009,NHL,n/a
1882,stamkst01,Richard,2009,NHL,n/a
1883,bryzgil01,Second Team All-Star,2009,NHL,G
1884,crosbsi01,Second Team All-Star,2009,NHL,C
1885,doughdr01,Second Team All-Star,2009,NHL,D
1886,lidstni01,Second Team All-Star,2009,NHL,D
1887,sedinda01,Second Team All-Star,2009,NHL,LW
1888,stlouma01,Second Team All-Star,2009,NHL,RW
1889,datsypa01,Selke,2009,NHL,n/a
1890,millery01,Vezina,2009,NHL,n/a
1891,carlsjo01,All-Rookie,2010,NHL,D
1892,coutulo01,All-Rookie,2010,NHL,F
1893,crawfco01,All-Rookie,2010,NHL,G
1894,grabnmi01,All-Rookie,2010,NHL,F
1895,skinnje01,All-Rookie,2010,NHL,F
1896,subbapk01,All-Rookie,2010,NHL,D
1897,sedinda01,Art Ross,2010,NHL,n/a
1898,skinnje01,Calder,2010,NHL,n/a
1899,thomati01,Conn Smythe,2010,NHL,n/a
1900,thomati01,Crozier,2010,NHL,n/a
1901,lidstni01,First Team All-Star,2010,NHL,D
1902,perryco01,First Team All-Star,2010,NHL,RW
1903,sedinda01,First Team All-Star,2010,NHL,LW
1904,sedinhe01,First Team All-Star,2010,NHL,C
1905,thomati01,First Team All-Star,2010,NHL,G
1906,webersh01,First Team All-Star,2010,NHL,D
1907,perryco01,Hart,2010,NHL,n/a
1908,luongro01,Jennings,2010,NHL,n/a
1909,schneco01,Jennings,2010,NHL,n/a
1910,weighdo01,King Clancy,2010,NHL,n/a
1911,stlouma01,Lady Byng,2010,NHL,n/a
1912,sedinda01,Lindsay,2010,NHL,n/a
1913,laperia01,Masterton,2010,NHL,n/a
1914,charazd01,Messier,2010,NHL,n/a
1915,lidstni01,Norris,2010,NHL,n/a
1916,charazd01,Plus-Minus,2010,NHL,n/a
1917,perryco01,Richard,2010,NHL,n/a
1918,charazd01,Second Team All-Star,2010,NHL,D
1919,ovechal01,Second Team All-Star,2010,NHL,LW
1920,rinnepe01,Second Team All-Star,2010,NHL,G
1921,stamkst01,Second Team All-Star,2010,NHL,C
1922,stlouma01,Second Team All-Star,2010,NHL,RW
1923,visnolu01,Second Team All-Star,2010,NHL,D
1924,keslery01,Selke,2010,NHL,n/a
1925,thomati01,Vezina,2010,NHL,n/a
1926,enrotjh01,All-Rookie,2011,NHL,G
1927,faulkju01,All-Rookie,2011,NHL,D
1928,gardija01,All-Rookie,2011,NHL,D
1929,henriad01,All-Rookie,2011,NHL,F
1930,landega01,All-Rookie,2011,NHL,F
1931,nugenry01,All-Rookie,2011,NHL,F
1932,malkiev01,Art Ross,2011,NHL,n/a
1933,landega01,Calder,2011,NHL,n/a
1934,quickjo01,Conn Smythe,2011,NHL,n/a
1935,elliobr01,Crozier,2011,NHL,n/a
1936,karlser01,First Team All-Star,2011,NHL,D
1937,kovalil01,First Team All-Star,2011,NHL,LW
1938,lundqhe01,First Team All-Star,2011,NHL,G
1939,malkiev01,First Team All-Star,2011,NHL,C
1940,nealja01,First Team All-Star,2011,NHL,RW
1941,webersh01,First Team All-Star,2011,NHL,D
1942,malkiev01,Hart,2011,NHL,n/a
1943,elliobr01,Jennings,2011,NHL,n/a
1944,halakja01,Jennings,2011,NHL,n/a
1945,alfreda01,King Clancy,2011,NHL,n/a
